data_source_uuid,org_id,org_set_id,dataset_name,dataset_version,geom_type,geom_spec,boundary_type,has_attributes,download_method,download_subtype,download_data_standard,download_filename,download_url,download_auth,documentation_url
10221,Census,TIGER/Line,08-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_08_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_08_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10222,Census,TIGER/Line,09-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_09_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_09_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10223,Census,TIGER/Line,10-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_10_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_10_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10224,Census,TIGER/Line,11-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_11_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_11_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10225,Census,TIGER/Line,12-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_12_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_12_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10226,Census,TIGER/Line,13-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_13_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_13_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10227,Census,TIGER/Line,14-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_14_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_14_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10228,Census,TIGER/Line,15-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_15_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_15_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10229,Census,TIGER/Line,16-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_16_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_16_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10230,Census,TIGER/Line,17-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_17_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_17_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10231,Census,TIGER/Line,18-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_18_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_18_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10232,Census,TIGER/Line,19-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_19_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_19_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10233,Census,TIGER/Line,20-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_20_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_20_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10234,Census,TIGER/Line,21-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_21_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_21_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10235,Census,TIGER/Line,22-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_22_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_22_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10236,Census,TIGER/Line,23-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_23_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_23_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10237,Census,TIGER/Line,24-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_24_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_24_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10238,Census,TIGER/Line,25-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_25_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_25_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10239,Census,TIGER/Line,26-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_26_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_26_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10240,Census,TIGER/Line,27-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_27_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_27_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10241,Census,TIGER/Line,28-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_28_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_28_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10242,Census,TIGER/Line,29-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_29_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_29_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10243,Census,TIGER/Line,30-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_30_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_30_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10244,Census,TIGER/Line,31-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_31_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_31_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10245,Census,TIGER/Line,32-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_32_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_32_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10246,Census,TIGER/Line,33-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_33_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_33_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10247,Census,TIGER/Line,34-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_34_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_34_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10248,Census,TIGER/Line,35-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_35_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_35_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10249,Census,TIGER/Line,36-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_36_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_36_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10250,Census,TIGER/Line,37-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_37_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_37_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10251,Census,TIGER/Line,38-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_38_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_38_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10252,Census,TIGER/Line,39-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_39_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_39_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10253,Census,TIGER/Line,40-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_40_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_40_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10254,Census,TIGER/Line,41-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_41_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_41_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10255,Census,TIGER/Line,42-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_42_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_42_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10256,Census,TIGER/Line,43-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_43_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_43_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10257,Census,TIGER/Line,44-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_44_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_44_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10258,Census,TIGER/Line,45-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_45_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_45_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10259,Census,TIGER/Line,46-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_46_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_46_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10260,Census,TIGER/Line,47-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_47_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_47_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10261,Census,TIGER/Line,48-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_48_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_48_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10262,Census,TIGER/Line,49-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_49_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_49_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10263,Census,TIGER/Line,50-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_50_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_50_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10264,Census,TIGER/Line,51-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_51_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_51_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10265,Census,TIGER/Line,52-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_52_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_52_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10266,Census,TIGER/Line,53-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_53_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_53_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
