synonym_concept_id,synonym_name,synonym_concept_code,synonym_vocabulary_id,language_concept_id
,'S3,S5-Dimethyl 2-(difluoromethyl)-4-isobutyl-6-(trifluoromethyl)-3,5-pyridinedicarbothioate, 3,5-Pyridinedicarbothioic acid, 2-(difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)-, 3,5-dimethyl ester',97886-45-8,Toxin,4180186
,'3,5-Diethylphenyl-N-methylcarbamate',30087-47-9,Toxin,4180186
,Phenetacarbe,30087-47-9,Toxin,4180186
,'Phenol, 3,5-diethyl-, methylcarbamate',30087-47-9,Toxin,4180186
,'3-(3-Methoxy-2-methyl-3-oxo-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid 3-(2-butenyl)-2-methyl-4-oxo-2-cyclopenten-1-yl ester',121-20-0,Toxin,4180186
,'3-(But-2-enyl)-2-methyl-4-oxocyclopent-2-enyl 2,2-dimethyl-3-(3-methoxy-2-methyl-3-oxoprop-1-enyl)cyclopropanecarboxylate',121-20-0,Toxin,4180186
,Alchek,113806-05-6,Toxin,4180186
,Alerchek,113806-05-6,Toxin,4180186
,Allelock,113806-05-6,Toxin,4180186
,Olopatadin,113806-05-6,Toxin,4180186
,Olopatadina,113806-05-6,Toxin,4180186
,Olopatadinum,113806-05-6,Toxin,4180186
,Opatanol,113806-05-6,Toxin,4180186
,Pataday,113806-05-6,Toxin,4180186
,Patanase,113806-05-6,Toxin,4180186
,Patanol,113806-05-6,Toxin,4180186
,Patanol S,113806-05-6,Toxin,4180186
,3-alpha-(diphenylmethoxy)tropane,86-13-5,Toxin,4180186
,'3alpha-(Diphenylmethoxy)-1alphah,5alphah-tropane',86-13-5,Toxin,4180186
,3alpha-(Diphenylmethoxy)tropane,86-13-5,Toxin,4180186
,3alpha-Benzhydryloxy-8-methyl-8-azabicyclo3.2.1octane,86-13-5,Toxin,4180186
,3endo-benzhydryloxytropane,86-13-5,Toxin,4180186
,'3\u03b1-(diphenylmethoxy)-1\u03b1H,5\u03b1H-tropane',86-13-5,Toxin,4180186
,3\u03b1-(diphenylmethoxy)tropane,86-13-5,Toxin,4180186
,3\u03b1-benzhydryloxy-8-methyl-8-azabicyclo3.2.1octane,86-13-5,Toxin,4180186
,Apo-Benztropine,86-13-5,Toxin,4180186
,Benzatropina,86-13-5,Toxin,4180186
,Benzatropine mesilate,86-13-5,Toxin,4180186
,Benzatropinum,86-13-5,Toxin,4180186
,Benzhydryl 8-methyl-8-azabicyclo3.2.1oct-3-yl ether,86-13-5,Toxin,4180186
,Benztropine,86-13-5,Toxin,4180186
,Cogentin,86-13-5,Toxin,4180186
,Cogentinol,86-13-5,Toxin,4180186
,PMS Benztropine,86-13-5,Toxin,4180186
,Tropine Benzohydryl Ether,86-13-5,Toxin,4180186
,Melex,31868-18-5,Toxin,4180186
,'(1S,6S,8aS)-1-Acetoxy-6-aminooctahydroindolizine',20084-93-9,Toxin,4180186
,'(1S-(1alpha,6alpha,8abeta))-6-Aminooctahydro-1-indolizinol, acetate (ester)',20084-93-9,Toxin,4180186
,'1,2,3,6,8,9-HEXACHLORODIBENZOFURAN',75198-38-8,Toxin,4180186
,'Dibenzofuran, 1,2,3,6,8,9-hexachloro',75198-38-8,Toxin,4180186
,'(SP-4-1)-bis(dimethylcarbamodithioato-S,S')-zinc',137-30-4,Toxin,4180186
,'(T-4)-bis (dimethyldithiocarbamate-S,S )zinc',137-30-4,Toxin,4180186
,'(T-4)-bis(dimethylcarbamodithioato-S ,S')-zinc',137-30-4,Toxin,4180186
,'(T-4)-bis(dimethylcarbamodithioato-S,S')-zinc',137-30-4,Toxin,4180186
,'(T-4)-Bis(dimethyldithiocarbamato-S,S')zinc',137-30-4,Toxin,4180186
,'(T-4)-Bis(dimethyldithiocarbamato-S,S')zinc (9CI)',137-30-4,Toxin,4180186
,Aaprotect,137-30-4,Toxin,4180186
,Aaprotent,137-30-4,Toxin,4180186
,Aavolex,137-30-4,Toxin,4180186
,Aazira,137-30-4,Toxin,4180186
,Accelerator l,137-30-4,Toxin,4180186
,Accelerator MZ powder,137-30-4,Toxin,4180186
,Aceto zded,137-30-4,Toxin,4180186
,Aceto ZDMD,137-30-4,Toxin,4180186
,Alcobam ZM,137-30-4,Toxin,4180186
,Amyl zimate,137-30-4,Toxin,4180186
,Ancazate me,137-30-4,Toxin,4180186
,Antene,137-30-4,Toxin,4180186
,'Bis(dimethylcarbamodithiato-s,s')-zinc',137-30-4,Toxin,4180186
,'Bis(dimethylcarbamodithioato-s,s')zinc',137-30-4,Toxin,4180186
,Bis(dimethyldithiocarbama to)zinc,137-30-4,Toxin,4180186
,Bis(dimethyldithiocarbamat)zinc,137-30-4,Toxin,4180186
,Bis(dimethyldithiocarbamato)zinc,137-30-4,Toxin,4180186
,'Bis(n,n-dimetil-ditiocarbammato)di zinco',137-30-4,Toxin,4180186
,Bis-dimethyldithiocarbamate de zinc,137-30-4,Toxin,4180186
,'Carbamic acid, dimethyldithio-, Z inc salt (2:1)',137-30-4,Toxin,4180186
,'Carbamic acid, dimethyldithio-, zinc salt (2:1)',137-30-4,Toxin,4180186
,'Carbamodithioic acid, dimethyl-, zinc salt',137-30-4,Toxin,4180186
,Carbazinc,137-30-4,Toxin,4180186
,Caswell No. 931,137-30-4,Toxin,4180186
,Ciram,137-30-4,Toxin,4180186
,Corona corozate,137-30-4,Toxin,4180186
,Corozate,137-30-4,Toxin,4180186
,Crittam,137-30-4,Toxin,4180186
,Crittan,137-30-4,Toxin,4180186
,Crorzate,137-30-4,Toxin,4180186
,Cuman,137-30-4,Toxin,4180186
,Cuman l,137-30-4,Toxin,4180186
,Cymate,137-30-4,Toxin,4180186
,'Dimethylcarbamodithioic acid, zinc complex',137-30-4,Toxin,4180186
,'Dimethylcarbamodithioic acid, zinc salt',137-30-4,Toxin,4180186
,Dimethyldithiocarbamate zinc salt,137-30-4,Toxin,4180186
,Dimethyldithiocarbamic acid zinc salt,137-30-4,Toxin,4180186
,'Dimethyldithiocarbamic acid, zinc salt',137-30-4,Toxin,4180186
,Drupina 90,137-30-4,Toxin,4180186
,Eptac 1,137-30-4,Toxin,4180186
,Fuclasin,137-30-4,Toxin,4180186
,Fuclasin ultra,137-30-4,Toxin,4180186
,Fuclasin-ultra,137-30-4,Toxin,4180186
,Fuklasin,137-30-4,Toxin,4180186
,Fungostop,137-30-4,Toxin,4180186
,Hermat ZDM,137-30-4,Toxin,4180186
,Hexazir,137-30-4,Toxin,4180186
,Karbam white,137-30-4,Toxin,4180186
,Methasan,137-30-4,Toxin,4180186
,Methazate,137-30-4,Toxin,4180186
,Methyl cymate,137-30-4,Toxin,4180186
,Methyl zimate,137-30-4,Toxin,4180186
,Methyl zineb,137-30-4,Toxin,4180186
,Methyl ziram,137-30-4,Toxin,4180186
,Mexene,137-30-4,Toxin,4180186
,Mezene,137-30-4,Toxin,4180186
,Micosin F30,137-30-4,Toxin,4180186
,Milam,137-30-4,Toxin,4180186
,Milbam,137-30-4,Toxin,4180186
,Milban,137-30-4,Toxin,4180186
,Molurame,137-30-4,Toxin,4180186
,MYCR onil,137-30-4,Toxin,4180186
,Mycronil,137-30-4,Toxin,4180186
,Nocceler PZ,137-30-4,Toxin,4180186
,Octocure ZDM-50,137-30-4,Toxin,4180186
,Orchard brand ziram,137-30-4,Toxin,4180186
,Perkacit ZDMC,137-30-4,Toxin,4180186
,Pomarsol z forte,137-30-4,Toxin,4180186
,Pomarsol z-forte,137-30-4,Toxin,4180186
,Pomarsolz,137-30-4,Toxin,4180186
,Pomarzol z-forte,137-30-4,Toxin,4180186
,Prodaram,137-30-4,Toxin,4180186
,Ramedit,137-30-4,Toxin,4180186
,RCRA waste no. P205,137-30-4,Toxin,4180186
,Rhodiacid,137-30-4,Toxin,4180186
,Rodisan,137-30-4,Toxin,4180186
,Sabceler PZ,137-30-4,Toxin,4180186
,Soxinal PZ,137-30-4,Toxin,4180186
,Soxinol PZ,137-30-4,Toxin,4180186
,Thiuram e,137-30-4,Toxin,4180186
,Tricarbamix z,137-30-4,Toxin,4180186
,Trikagol,137-30-4,Toxin,4180186
,Triscabol,137-30-4,Toxin,4180186
,Tsimat,137-30-4,Toxin,4180186
,Tsiram,137-30-4,Toxin,4180186
,Tsiram(russian),137-30-4,Toxin,4180186
,Ultra zinc DMC,137-30-4,Toxin,4180186
,USAF p-2,137-30-4,Toxin,4180186
,Vancide,137-30-4,Toxin,4180186
,Vancide MA-96,137-30-4,Toxin,4180186
,Vancide mz-96,137-30-4,Toxin,4180186
,Vulcacure,137-30-4,Toxin,4180186
,Vulcacure ZM,137-30-4,Toxin,4180186
,Vulkacit l,137-30-4,Toxin,4180186
,Vulkacite l,137-30-4,Toxin,4180186
,Weisstaub,137-30-4,Toxin,4180186
,Z-c spray,137-30-4,Toxin,4180186
,Z-c-spray,137-30-4,Toxin,4180186
,Zarlate,137-30-4,Toxin,4180186
,Zarlate;carbamodithioic acid,137-30-4,Toxin,4180186
,ZC,137-30-4,Toxin,4180186
,Zeralte,137-30-4,Toxin,4180186
,Zerlate,137-30-4,Toxin,4180186
,Zimate,137-30-4,Toxin,4180186
,'Zimate, methyl',137-30-4,Toxin,4180186
,Zinc bis dimethyldithiocarbamate,137-30-4,Toxin,4180186
,Zinc bis(dimethyldithiocarbamate),137-30-4,Toxin,4180186
,Zinc bis(dimethyldithiocarbamoyl) disulfide,137-30-4,Toxin,4180186
,Zinc bis(dimethyldithiocarbamoyl)disulfide,137-30-4,Toxin,4180186
,Zinc bis(dimethyldithiocarbamoyl)disulphide,137-30-4,Toxin,4180186
,Zinc bis(dimethylthiocarbamoyl) disulfide,137-30-4,Toxin,4180186
,Zinc bis(dimethylthiocarbamoyl)disulfide,137-30-4,Toxin,4180186
,Zinc dimethyl dithiocarbamate,137-30-4,Toxin,4180186
,Zinc dimethyldithiocarbamic acid,137-30-4,Toxin,4180186
,'Zinc n,n-dimethyldithiocarbamate',137-30-4,Toxin,4180186
,Zincmate,137-30-4,Toxin,4180186
,Zink dimethyldithiocarbamate,137-30-4,Toxin,4180186
,'Zink-bis(n,n-dimethyl-dithiocarbamaat)',137-30-4,Toxin,4180186
,'Zink-bis(n,n-dimethyl-dithiocarbamat)',137-30-4,Toxin,4180186
,Zinkcarbamate,137-30-4,Toxin,4180186
,Ziradin,137-30-4,Toxin,4180186
,Ziram,137-30-4,Toxin,4180186
,Ziram F4,137-30-4,Toxin,4180186
,Ziram granuflo,137-30-4,Toxin,4180186
,Ziram technical,137-30-4,Toxin,4180186
,Ziram W7 6,137-30-4,Toxin,4180186
,Ziram W76,137-30-4,Toxin,4180186
,Zirame,137-30-4,Toxin,4180186
,Ziramvis,137-30-4,Toxin,4180186
,Zirasan,137-30-4,Toxin,4180186
,Zirasan 90,137-30-4,Toxin,4180186
,Zirberk,137-30-4,Toxin,4180186
,Zirberk thynylestradiol ram,137-30-4,Toxin,4180186
,Ziretec,137-30-4,Toxin,4180186
,Zirex 90,137-30-4,Toxin,4180186
,Zirex fungicide,137-30-4,Toxin,4180186
,Ziride,137-30-4,Toxin,4180186
,Zirthane,137-30-4,Toxin,4180186
,Zitox,137-30-4,Toxin,4180186
,'1, 3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-, dimer',2385-85-5,Toxin,4180186
,'1,2,3,4,5,5,6,7,8,9,10,10-Dodecachloropentacyclo5.3.0.0(2,6).0(3,9).0(4,8)decane',2385-85-5,Toxin,4180186
,'1,2,3,4,5,5-Hexachloro-1,3-cyclopentadiene dimer',2385-85-5,Toxin,4180186
,'1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-, dimer',2385-85-5,Toxin,4180186
,Bichlorendo,2385-85-5,Toxin,4180186
,Caswell No. 411,2385-85-5,Toxin,4180186
,CG-1283,2385-85-5,Toxin,4180186
,'Cyclopentadiene, 1,2,3,4,5,5-hexachloro-, dimer',2385-85-5,Toxin,4180186
,'Cyclopentadiene, hexachloro-, dimer',2385-85-5,Toxin,4180186
,Dechloran plus,2385-85-5,Toxin,4180186
,Dechlorane,2385-85-5,Toxin,4180186
,Dechlorane 4070,2385-85-5,Toxin,4180186
,Dechlorane 515,2385-85-5,Toxin,4180186
,Dechlorane plus,2385-85-5,Toxin,4180186
,Dechlorane Plus 515,2385-85-5,Toxin,4180186
,'Dodecachlorooctahydro-1,3,4-metheno-2H-cyclobutacdpentalene',2385-85-5,Toxin,4180186
,'Dodecachloropentacyclo(3.2.2.02,6,03,9,05,10)decane',2385-85-5,Toxin,4180186
,'Dodecachloropentacyclo(5.2.1.0(2,6).0(3,9).0(5,8))decane',2385-85-5,Toxin,4180186
,'Dodecachloropentacyclo(5.2.1.02,6.03,9.05,8)decane',2385-85-5,Toxin,4180186
,Dodecachloropentacyclodecane,2385-85-5,Toxin,4180186
,Dodecaclor,2385-85-5,Toxin,4180186
,Ferriamicide,2385-85-5,Toxin,4180186
,Fire ant bait,2385-85-5,Toxin,4180186
,Hexachlorocyclopentadiene dimer,2385-85-5,Toxin,4180186
,Hexachloropentadiene dimer,2385-85-5,Toxin,4180186
,Paramex,2385-85-5,Toxin,4180186
,Perchlordecone,2385-85-5,Toxin,4180186
,Perchlorodihomocubane,2385-85-5,Toxin,4180186
,'Perchloropentacyclo(5.2.1.0(2,6).0(3,9).0(5,8))decane',2385-85-5,Toxin,4180186
,'Perchloropentacyclo(5.2.1.02,6.03,9.05,8)decane',2385-85-5,Toxin,4180186
,'Perchloropentacyclo(5.3.0.0(2,6).0(3,9).0(4,8))decane',2385-85-5,Toxin,4180186
,Perchloropentacyclodecane,2385-85-5,Toxin,4180186
,'Perchloropentacyclo5.2.1.0(2,6).0(3,9).0(5,8)decane',2385-85-5,Toxin,4180186
,'Perchloropentacyclo5.2.1.02,6.03,9.05,8decane',2385-85-5,Toxin,4180186
,'2,2', 3,3',6,6'-Hexachlorobiphenyl',38411-22-2,Toxin,4180186
,'2,2',3,3',6,6'-Hexachloro-1,1'-biphenyl',38411-22-2,Toxin,4180186
,'2,2',3,3',6,6'-PCB',38411-22-2,Toxin,4180186
,'2,3,6,2',3',6'-Hexachloro-1,1'-biphenyl',38411-22-2,Toxin,4180186
,'2,3,6,2',3',6'-Hexachlorobiphenyl',38411-22-2,Toxin,4180186
,PCB 136,38411-22-2,Toxin,4180186
,Acerdol,10118-76-0,Toxin,4180186
,Calcium permanganic acid,10118-76-0,Toxin,4180186
,'Permanganic acid (hmno4), calcium salt',10118-76-0,Toxin,4180186
,(2R)-2-4-(4-cyano-2-fluorophenoxy)phenoxypropanoic acid butyl ester,122008-85-9,Toxin,4180186
,(2\u200bR)-2-4-(\u200b4-\u200bcyano-\u200b2-f\u200bluoro\u200bphen\u200boxy)\u200bpheno\u200bxy\u200bpropionic acid butyl ester,122008-85-9,Toxin,4180186
,(\u200bR)-2-4-(\u200b4-\u200bcyano-\u200b2-f\u200bluoro\u200bphen\u200boxy)\u200bpheno\u200bxy\u200bpropionic acid butyl ester,122008-85-9,Toxin,4180186
,Butyl (2R)-2-4-(4-cyano-2-fluoranyl-phenoxy)phenoxypropanoate,122008-85-9,Toxin,4180186
,Butyl (R)-2-4-(4-cyano-2-fluorophenoxy)phenoxypropanoate,122008-85-9,Toxin,4180186
,Butyl\u200b (2R)-2-4-(4-\u200bcyano-2-f\u200bluorophen\u200boxy)pheno\u200bxypropionate,122008-85-9,Toxin,4180186
,Clincher,122008-85-9,Toxin,4180186
,Cyhalofop Butyl,122008-85-9,Toxin,4180186
,Cyhalofop butyl ester,122008-85-9,Toxin,4180186
,'2,3,4,5-Tetrachlorophenate',25167-83-3,Toxin,4180186
,Tetrachlorophenol,25167-83-3,Toxin,4180186
,Tetrachlorophenols,25167-83-3,Toxin,4180186
,'2,2',4,5'-PCB',41464-40-8,Toxin,4180186
,'2,2',4,5'-Tetrachloro-1,1'-biphenyl',41464-40-8,Toxin,4180186
,'2,2',4,5-Tetrachloro-1,1'-biphenyl',41464-40-8,Toxin,4180186
,'2,2',4,5-Tetrachlorobiphenyl',41464-40-8,Toxin,4180186
,'2,2',4,5-Tetrachlorodiphenyl',41464-40-8,Toxin,4180186
,'2,4,2',5'-Tetrachlorobiphenyl',41464-40-8,Toxin,4180186
,PCB 49,41464-40-8,Toxin,4180186
,Chloride tri-n-butyltin,1461-22-9,Toxin,4180186
,Chlorotri-n-butyltin,1461-22-9,Toxin,4180186
,Chlorotributylstannane,1461-22-9,Toxin,4180186
,Chlorotributyltin,1461-22-9,Toxin,4180186
,Monochlorotributyltin,1461-22-9,Toxin,4180186
,'Tin, tri-n-butyl-, chloride',1461-22-9,Toxin,4180186
,Tri-n-butylchlorotin,1461-22-9,Toxin,4180186
,Tri-n-butyltin chloride,1461-22-9,Toxin,4180186
,Tri-normal-butyltin chloride,1461-22-9,Toxin,4180186
,Tributyl tin chloride,1461-22-9,Toxin,4180186
,Tributyl(chloro)stannane,1461-22-9,Toxin,4180186
,Tributylchlorostannane,1461-22-9,Toxin,4180186
,Tributylchlorotin,1461-22-9,Toxin,4180186
,Tributylstannium chloride,1461-22-9,Toxin,4180186
,Tributylstannyl chloride,1461-22-9,Toxin,4180186
,Lithium tetrachloroaluminic acid,14024-11-4,Toxin,4180186
,'1,1,1-Trichloronitromethane',76-06-2,Toxin,4180186
,Chlorpikrin,76-06-2,Toxin,4180186
,Trichlornitromethan,76-06-2,Toxin,4180186
,Trichloronitromethane,76-06-2,Toxin,4180186
,3-(Aminocarbonyl)-O(4)-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine,53643-48-4,Toxin,4180186
,3-Carbamoyl-4-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine,53643-48-4,Toxin,4180186
,Desacetylvinblastine amide,53643-48-4,Toxin,4180186
,Desacetylvinblastine Amide Sulfate,53643-48-4,Toxin,4180186
,Eldesine,53643-48-4,Toxin,4180186
,Eldisine,53643-48-4,Toxin,4180186
,Vindesine Sulfate,53643-48-4,Toxin,4180186
,1-Chloroethane,75-00-3,Toxin,4180186
,Anodynon,75-00-3,Toxin,4180186
,Chelen,75-00-3,Toxin,4180186
,Chlorene,75-00-3,Toxin,4180186
,Chlorethyl,75-00-3,Toxin,4180186
,Chloryl,75-00-3,Toxin,4180186
,Chloryl anesthetic,75-00-3,Toxin,4180186
,EtCl,75-00-3,Toxin,4180186
,Ether hydrochloric,75-00-3,Toxin,4180186
,Ether muriatic,75-00-3,Toxin,4180186
,Ethyl chloride,75-00-3,Toxin,4180186
,Hydrochloric ether,75-00-3,Toxin,4180186
,Kelene,75-00-3,Toxin,4180186
,Mono-chloroethane,75-00-3,Toxin,4180186
,Monochlorethane,75-00-3,Toxin,4180186
,Monochloroethane,75-00-3,Toxin,4180186
,Muriatic ether,75-00-3,Toxin,4180186
,Narcotile,75-00-3,Toxin,4180186
,Casodex,90357-06-5,Toxin,4180186
,'2,3',4,4'-Tetrabromo-1,1'-biphenyl',84303-45-7,Toxin,4180186
,Lead(II) chlorate,10294-47-0,Toxin,4180186
,Pb(ClO3)2,10294-47-0,Toxin,4180186
,'1,3-Dinitro-benzen',99-65-0,Toxin,4180186
,'1,3-Dinitrobenzol',99-65-0,Toxin,4180186
,'2,4-Dinitrobenzene',99-65-0,Toxin,4180186
,'4,6-dinitro-1,3-benzenediamine',99-65-0,Toxin,4180186
,Binitrobenzene,99-65-0,Toxin,4180186
,m-Dinitro-benzene,99-65-0,Toxin,4180186
,m-Dinitrobenzene,99-65-0,Toxin,4180186
,NIN,99-65-0,Toxin,4180186
,Pentacopper silicide,12159-07-8,Toxin,4180186
,'(4,4'-Azodiphenyl)bisarsonic acid',7334-23-8,Toxin,4180186
,4-((4-Arsonophenyl)diazenyl)phenylarsonic acid,7334-23-8,Toxin,4180186
,ABA,7334-23-8,Toxin,4180186
,Azobenzenearsonate,7334-23-8,Toxin,4180186
,Azophenylarsonate,7334-23-8,Toxin,4180186
,P-ABA,7334-23-8,Toxin,4180186
,P-Azobenzenearsonate,7334-23-8,Toxin,4180186
,P-azobenzenearsonate,7334-23-8,Toxin,4180186
,P-Azobenzenearsonic acid,7334-23-8,Toxin,4180186
,P-Azophenylarsonate,7334-23-8,Toxin,4180186
,Para-azobenzenearsonate,7334-23-8,Toxin,4180186
,17-Hydroxycholest-4-en-3-one,154037-70-4,Toxin,4180186
,Microcystin LF,154037-70-4,Toxin,4180186
,Microcystin-lf,154037-70-4,Toxin,4180186
,5-Fluoracil,51-21-8,Toxin,4180186
,'5-Fluoropyrimidine-2,4-dione',51-21-8,Toxin,4180186
,5-Fluorouracil,51-21-8,Toxin,4180186
,5-Fluracil,51-21-8,Toxin,4180186
,5-FU,51-21-8,Toxin,4180186
,Adrucil,51-21-8,Toxin,4180186
,Carac,51-21-8,Toxin,4180186
,Carzonal,51-21-8,Toxin,4180186
,Efudex,51-21-8,Toxin,4180186
,Efudix,51-21-8,Toxin,4180186
,Efurix,51-21-8,Toxin,4180186
,Fluoro Uracil,51-21-8,Toxin,4180186
,Fluoroplex,51-21-8,Toxin,4180186
,Fluorouracilo,51-21-8,Toxin,4180186
,Fluorouracilum,51-21-8,Toxin,4180186
,Fluouracil,51-21-8,Toxin,4180186
,Ftoruracil,51-21-8,Toxin,4180186
,FU,51-21-8,Toxin,4180186
,'8-Chloro-11-piperidin-4-ylidene-6,11-dihydro-5H-benzo5,6cyclohepta1,2-bpyridine',100643-71-8,Toxin,4180186
,'8-chloro-6,11-dihydro-11-(4-Piperidinylidene)-5H-benzo(5,6)cyclohepta(1,2-b)pyridine',100643-71-8,Toxin,4180186
,Aerius,100643-71-8,Toxin,4180186
,Claramax,100643-71-8,Toxin,4180186
,Clarinex,100643-71-8,Toxin,4180186
,Descarboethoxyloratadine,100643-71-8,Toxin,4180186
,DESLORATADINE,100643-71-8,Toxin,4180186
,NeoClarityn,100643-71-8,Toxin,4180186
,'2,2',3,4,5',6-hexabromo-1,1'-biphenyl',119264-52-7,Toxin,4180186
,R-68070,110140-89-1,Toxin,4180186
,Ridogrelum,110140-89-1,Toxin,4180186
,'2,3,4,6,7,8-HBDF',161880-50-8,Toxin,4180186
,'2,2',6,6'-PCB',15968-05-5,Toxin,4180186
,'2,2',6,6'-Tetrachloro-1,1'-biphenyl',15968-05-5,Toxin,4180186
,'2,6,2',6'-Tetrachlorobiphenyl',15968-05-5,Toxin,4180186
,6'-Tetrachloro-biphenyl,15968-05-5,Toxin,4180186
,6'-Tetrachloro-biphenyl(26tcb),15968-05-5,Toxin,4180186
,PCB 54,15968-05-5,Toxin,4180186
,Affinity,128639-02-1,Toxin,4180186
,Annex,128639-02-1,Toxin,4180186
,Aurora,128639-02-1,Toxin,4180186
,'Ethyl 2-chloro-3-(2-chloro-5-4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl-4-fluorophenyl)propanoate',128639-02-1,Toxin,4180186
,Spotlight,128639-02-1,Toxin,4180186
,'(+/-)-2,3-dihydroxy-Propanal',56-82-6,Toxin,4180186
,(+/-)-Glyceraldehyde,56-82-6,Toxin,4180186
,'2,3-Dihydroxypropanal',56-82-6,Toxin,4180186
,'2,3-Dihydroxypropionaldehyde',56-82-6,Toxin,4180186
,'alpha,beta-Dihydroxypropionaldehyde',56-82-6,Toxin,4180186
,D-(+)-Glyceraldehyde,56-82-6,Toxin,4180186
,'D-2,3-Dihydroxypropanal',56-82-6,Toxin,4180186
,'D-2,3-Dihydroxypropionaldehyde',56-82-6,Toxin,4180186
,D-Aldotriose,56-82-6,Toxin,4180186
,D-Glyceraldehyde,56-82-6,Toxin,4180186
,D-Glycerose,56-82-6,Toxin,4180186
,delta-(+)-Glyceraldehyde,56-82-6,Toxin,4180186
,'delta-2,3-Dihydroxypropanal',56-82-6,Toxin,4180186
,'delta-2,3-Dihydroxypropionaldehyde',56-82-6,Toxin,4180186
,delta-Aldotriose,56-82-6,Toxin,4180186
,delta-Glyceraldehyde,56-82-6,Toxin,4180186
,delta-Glycerose,56-82-6,Toxin,4180186
,Dihydroxypropionaldehyde,56-82-6,Toxin,4180186
,DL-Glyceraldehyde,56-82-6,Toxin,4180186
,Glyceric aldehyde,56-82-6,Toxin,4180186
,Glycerinaldehyde,56-82-6,Toxin,4180186
,Glycerinformal,56-82-6,Toxin,4180186
,Glycerose,56-82-6,Toxin,4180186
,Tri-n-octylaluminum,1070-00-4,Toxin,4180186
,Tri-N-ocylaluminum,1070-00-4,Toxin,4180186
,Trioctylaluminium,1070-00-4,Toxin,4180186
,Trioctylaluminum,1070-00-4,Toxin,4180186
,Trioctylaluminum solution,1070-00-4,Toxin,4180186
,'2-Bromodibenzob,Dfuran',86-76-0,Toxin,4180186
,'Dibenzofuran, 2-bromo- (8CI)(9CI)',86-76-0,Toxin,4180186
,1-Chloro-2-hydroxybenzene,95-57-8,Toxin,4180186
,2-Chloro-1-hydroxybenzene,95-57-8,Toxin,4180186
,2-Hydroxychlorobenzene,95-57-8,Toxin,4180186
,Chlorophenol,95-57-8,Toxin,4180186
,Chlorophenols,95-57-8,Toxin,4180186
,O-Chlorophenic acid,95-57-8,Toxin,4180186
,o-chlorophenol,95-57-8,Toxin,4180186
,o-chlorphenol,95-57-8,Toxin,4180186
,o-monochlorophenol,95-57-8,Toxin,4180186
,Ortho-chlorophenol,95-57-8,Toxin,4180186
,Ortho-monochlorophenol,95-57-8,Toxin,4180186
,Pine-o disinfectant,95-57-8,Toxin,4180186
,Septi-kleen,95-57-8,Toxin,4180186
,ethyl 2-4-(6-chloro-2-benzoxazolyl)oxyphenoxypropanoate,66441-23-4,Toxin,4180186
,'Fenoxaprop ethyl, ethyl (RS)-2-4-(6-chloro-1,3-benzoxazol-2-yloxy)phenoxypropionate',66441-23-4,Toxin,4180186
,17(alpha)-Methyl-delta(4)-androsten-17(beta)-ol-3-one,58-18-4,Toxin,4180186
,17-beta-Hydroxy-17-methylandrost-4-en-3-one,58-18-4,Toxin,4180186
,17-Methyltestosterone,58-18-4,Toxin,4180186
,17alpha-Methyl-3-oxo-4-androsten-17beta-ol,58-18-4,Toxin,4180186
,17alpha-Methyl-delta(4)-androsten-17beta-ol-3-one,58-18-4,Toxin,4180186
,17alpha-methyl-delta-androsten-17beta-ol-3-one,58-18-4,Toxin,4180186
,17alpha-methyltestosterone,58-18-4,Toxin,4180186
,17beta-Hydroxy-17-methylandrost-4-en-3-one,58-18-4,Toxin,4180186
,17\u03b1-methyl-\u03944-androsten-17\u03b2-ol-3-one,58-18-4,Toxin,4180186
,17\u03b1-methyltestosterone,58-18-4,Toxin,4180186
,4-Androstene-17alpha-methyl-17beta-ol-3-one,58-18-4,Toxin,4180186
,Android,58-18-4,Toxin,4180186
,Methitest,58-18-4,Toxin,4180186
,Methyltestosteronum,58-18-4,Toxin,4180186
,Metiltestosterona,58-18-4,Toxin,4180186
,NSC-9701,58-18-4,Toxin,4180186
,Testred,58-18-4,Toxin,4180186
,Virilon,58-18-4,Toxin,4180186
,(R)-2-hydroxy-Pentanedioate,2889-31-8,Toxin,4180186
,(R)-2-hydroxy-Pentanedioic acid,2889-31-8,Toxin,4180186
,(R)-2-Hydroxyglutarate,2889-31-8,Toxin,4180186
,(R)-2-Hydroxyglutaric acid,2889-31-8,Toxin,4180186
,(R)-a-Hydroxyglutarate,2889-31-8,Toxin,4180186
,(R)-a-Hydroxyglutaric acid,2889-31-8,Toxin,4180186
,(R)-alpha-Hydroxyglutarate,2889-31-8,Toxin,4180186
,(R)-alpha-Hydroxyglutaric acid,2889-31-8,Toxin,4180186
,2-Hydroxy-D-Glutarate,2889-31-8,Toxin,4180186
,2-Hydroxy-D-Glutaric acid,2889-31-8,Toxin,4180186
,2-Hydroxy-delta-Glutarate,2889-31-8,Toxin,4180186
